Part Nr;Mat Description;New Sales Price;NOTAS;NUEVOS CP357;;NUEVOS CP361;;NUEVOS CP365;;ANULADOS CP365;;NUEVOS CP369;;ANULADOS CP369;;NUEVOS CP373;;ANULADOS CP373
S0PF56225801;O-A1 L 1002 106 3_T75_H50;14,28;;;;;;;;;;;;;;;;
S0PF56225889;O-A2 H 850 106 4_T75_H75/T75;32,93;;;;;;;;;;;;;;;;
S0PF56225860;O-A2 H 1002 106 5_T89_H75/T75;33,46;;;;;;;;;;;;;;;;
S0PF56225892;O-A2 L 850 106 5_T75_H75/T75;24,35;;;;;;;;;;;;;;;;
S0PF56225941;O-A2 H 512 106 3_T75_H50;31,14;;;;;;;;;;;;;;;;
S0PF56225917;O-A2 L 708/732 106 2_T75_H75/T75;13,94;;;;;;;;;;;;;;;;
S0PF56225859;O-A2 H 1002 106 5_T75_H75/T75;32,75;;;;;;;;;;;;;;;;
S0PF56225944;O-A2 H 512 106 5_T75_H50;34,04;;;;;;;;;;;;;;;;
S0PF56225902;O-A2 L 708/732 106 3_T75_H50;13,24;;;;;;;;;;;;;;;;
S0PF56225919;O-A2 L 708/732 106 3_T75_H75/T75;15,64;;;;;;;;;;;;;;;;
S0PF50801064;VAF023_043 BG850 DS17 RIGHT;49,84;;;;;;;;;;;;;;;;
S0PF59392978;CBD-Support T75-3/B cpl.;60,03;;;;;;;;;;;;;;;;
S0PF56225927;O-A2 H 708/732 106 4_T75_H75/T75;32,59;;;;;;;;;;;;;;;;
S0PF56225810;O-A1 L 850 106 3_T75_H50;13,15;;;;;;;;;;;;;;;;
S0PF56225894;O-A2 H 850 106 5_T75_H50;34,53;;;;;;;;;;;;;;;;
S0PF56225908;O-A2 H 708/732 106 5_T75_H50;33,26;;;;;;;;;;;;;;;;
S0PF56225805;O-A1 L 850 106 1_T75_H50;14,39;;;;;;;;;;;;;;;;
S0PF56225842;O-A2 L 1002 106 3_T75_H75/T75;15,43;;;;;;;;;;;;;;;;
S0PF56225905;O-A2 H 708/732 106 3_T75_H50;31,49;;;;;;;;;;;;;;;;
S0PF50801062;VAF023_043 BG732 H50 RIGHT;48,61;;;;;;;;;;;;;;;;
S0PF59392976;CBD Slider T89/B cpl.;74,71;;;;;;;;;;;;;;;;
S0PF56225880;O-A2 L 850 106 4_T75_H75/T75;23,89;;;;;;;;;;;;;;;;
S0PF56225820;O-A1 L 708/732 106 3_T75_H75/T75;15,07;;;;;;;;;;;;;;;;
S0PF56225797;O-A1 L 1002 106 1_T89_H75/T75;15,75;;;;;;;;;;;;;;;;
S0PF56225929;O-A2 L 708/732 106 5_T75_H75/T75;24,88;;;;;;;;;;;;;;;;
S0PF56225886;O-A2 H 850 106 3_T75_H75/T75;31,25;;;;;;;;;;;;;;;;
S0PF56225822;O-A1 L 512 106 1_T75_H50;11,70;;;;;;;;;;;;;;;;
S0PF56225942;O-A2 H 512 106 4_T75_H50;31,46;;;;;;;;;;;;;;;;
S0PF56225888;O-A2 H 850 106 4_T75_H50;32,29;;;;;;;;;;;;;;;;
S0PF56225858;O-A2 H 1002 106 5_T75_H50;34,44;;;;;;;;;;;;;;;;
S0PF56225849;O-A2 H 1002 106 3_T75_H50;28,71;;;;;;;;;;;;;;;;
S0PF56226066;Tie bracket A BGO862 CWT-H75/T75 CAR-T75;8,13;;;;;;;;;;;;;;;;
S0PF51971947;Connection Plate with FF3 A-type cpl;27,13;;;;;;;;;;;;;;;;
S0PF56225815;O-A1 L 708/732 106 2_T75_H50;12,42;;;;;;;;;;;;;;;;
S0PF56225885;O-A2 H 850 106 3_T75_H50;31,39;;;;;;;;;;;;;;;;
S0PF56225694;Rail support T89 LFKP-0/408 Drilled pit;26,53;;;;;;;;;;;;;;;;
S0PF56225906;O-A2 H 708/732 106 4_T75_H50;31,59;;;;;;;;;;;;;;;;
S0PF56225854;O-A2 H 1002 106 4_T89_H75/T75;32,92;;;;;;;;;;;;;;;;
S0PF56225795;O-A1 L 1002 106 1_T75_H50;12,54;;;;;;;;;;;;;;;;
S0PF56225808;O-A1 L 850 106 2_T75_H75/T75;17,02;;;;;;;;;;;;;;;;
S0PF56225804;O-A1 L 850 106 1_T75_H50;12,36;;;;;;;;;;;;;;;;
S0PF57812426;CHAPA ACCESO BUFFER TUERCAS Y PALOMILLAS;12,81;;;;;;;;;;;;;;;;
S0PF56225921;O-A2 L 708/732 106 4_T75_H75/T75;22,67;;;;;;;;;;;;;;;;
S0PF56225925;O-A2 H 708/732 106 3_T75_H75/T75;31,79;;;;;;;;;;;;;;;;
S0PF56225800;O-A1 L 1002 106 2_T89_H75/T75;17,70;;;;;;;;;;;;;;;;
S0PF56226065;Tie bracket A BGO862 CWT-H50 CAR-T75;7,55;;;;;;;;;;;;;;;;
S0PF56225851;O-A2 H 1002 106 3_T89_H75/T75;32,45;;;;;;;;;;;;;;;;
S0PF50801076;VAF023_043 BG850 DS17 LEFT;41,02;;;;;;;;;;;;;;;;
S0PF50801072;VAF023_043 BG708 H75/T75 LEFT;40,75;;;;;;;;;;;;;;;;
S0PF56225641;ACCESORIES BAG FOR MS;5,58;;;;;;;;;;;;;;;;
S0PF56225853;O-A2 H 1002 106 4_T75_H75/T75;32,04;;;;;;;;;;;;;;;;
S0PF56225857;O-A2 L 1002 106 5_T89_H75/T75;23,46;;;;;;;;;;;;;;;;
S0PF56225813;O-A1 L 708/732 106 1_T75_H50;11,73;;;;;;;;;;;;;;;;
S0PF50801074;VAF023_043 BG732 H50 LEFT;39,85;;;;;;;;;;;;;;;;
S0PF56225693;Rail support T75 LFKP-0/408 Drilled pit;26,18;;;;;;;;;;;;;;;;
S0PF56225852;O-A2 H 1002 106 4_T75_H50;31,36;;;;;;;;;;;;;;;;
S0PF56225940;O-A2 H 512 106 2_T75_H50;30,44;;;;;;;;;;;;;;;;
S0PF56225883;O-A2 H 850 106 2_T75_H75/T75;30,06;;;;;;;;;;;;;;;;
S0PF56225856;O-A2 L 1002 106 5_T75_H75/T75;21,80;;;;;;;;;;;;;;;;
S0PF56225796;O-A1 L 1002 106 1_T75_H75/T75;13,18;;;;;;;;;;;;;;;;
S0PF56225816;O-A1 L 708/732 106 1_T75_H75/T75;12,34;;;;;;;;;;;;;;;;
S0PF56225904;O-A2 H 708/732 106 2_T75_H50;30,52;;;;;;;;;;;;;;;;
S0PF57862191;SNAG GUARD CPL. ZZR2 T75;18,57;;;;;;;;;;;;;;;;
S0PF56225845;O-A2 L 1002 106 4_T89_H75/T75;22,99;;;;;;;;;;;;;;;;
S0PF56225847;O-A2 H 1002 106 2_T75_H75/T75;31,81;;;;;;;;;;;;;;;;
S0PF56225803;O-A1 L 1002 106 3_T89_H75/T75;15,66;;;;;;;;;;;;;;;;
S0PF56225850;O-A2 H 1002 106 3_T75_H75/T75;30,68;;;;;;;;;;;;;;;;
S0PF56225841;O-A2 L 1002 106 3_T75_H75/T75;12,99;;;;;;;;;;;;;;;;
S0PF56225862;O-A2 H 850 106 1_T75_H75/T75;25,90;;;;;;;;;;;;;;;;
S0PF56225827;O-A2 H 1002 106 1_T89_H75/T75;25,63;;;;;;;;;;;;;;;;
S0PF50801075;VAF013 BG850 DS17 LEFT;38,82;;;;;;;;;;;;;;;;
S0PF50801071;VAF013 BG708 H75/T75 LEFT;38,56;;;;;;;;;;;;;;;;
S0PF56225923;O-A2 H 708/732 106 2_T75_H75/T75;30,58;;;;;;;;;;;;;;;;
S0PF56225848;O-A2 H 1002 106 2_T89_H75/T75;31,33;;;;;;;;;;;;;;;;
S0PF50801063;VAF013 BG850 DS17 RIGHT;37,66;;;;;;;;;;;;;;;;
S0PF56225846;O-A2 H 1002 106 2_T75_H50;29,90;;;;;;;;;;;;;;;;
S0PF56225882;O-A2 H 850 106 2_T75_H50;30,00;;;;;;;;;;;;;;;;
S0PF50801073;VAF013 BG732 H50 LEFT;37,62;;;;;;;;;;;;;;;;
S0PF56225823;O-A1 L 512 106 2_T75_H50;13,23;;;;;;;;;;;;;;;;
S0PF56225802;O-A1 L 1002 106 3_T75_H75/T75;14,84;;;;;;;;;;;;;;;;
S0PF56225826;O-A2 H 1002 106 1_T75_H75/T75;25,74;;;;;;;;;;;;;;;;
S0PF56225939;O-A2 L 512 106 4_T75_H50;18,34;;;;;;;;;;;;;;;;
S0PF56225879;O-A2 L 850 106 4_T75_H50;21,16;;;;;;;;;;;;;;;;
S0PF56225855;O-A2 L 1002 106 5_T75_H50;23,00;;;;;;;;;;;;;;;;
S0PF50801061;VAF013 BG732 H50 RIGHT;36,43;;;;;;;;;;;;;;;;
S0PF56225943;O-A2 L 512 106 5_T75_H50;23,69;;;;;;;;;;;;;;;;
S0PF56225844;O-A2 L 1002 106 4_T75_H75/T75;20,63;;;;;;;;;;;;;;;;
S0PF00298942;Hook bolt w.nut 40/22-M16x40 kit;18,89;;;;;;;;;;;;;;;;
S0PF56225909;O-A2 H 708/732 106 1_T75_H75/T75;26,41;;;;;;;;;;;;;;;;
S0PF56225903;O-A2 L 708/732 106 4_T75_H50;20,45;;;;;;;;;;;;;;;;
S0PF56225798;O-A1 L 1002 106 2_T75_H50;13,23;;;;;;;;;;;;;;;;
S0PF56225907;O-A2 L 708/732 106 5_T75_H50;19,89;;;;;;;;;;;;;;;;
S0PF56225799;O-A1 L 1002 106 2_T75_H75/T75;15,48;;;;;;;;;;;;;;;;
S0PF56225814;O-A1 L 708/732 106 2_T75_H50;13,30;;;;;;;;;;;;;;;;
S0PF56225807;O-A1 L 850 106 2_T75_H50;12,45;;;;;;;;;;;;;;;;
S0PF56225891;O-A2 L 850 106 5_T75_H50;21,72;;;;;;;;;;;;;;;;
S0PF56225843;O-A2 L 1002 106 4_T75_H50;19,92;;;;;;;;;;;;;;;;
S0PF57862193;SNAG GUARD CPL. ZZR4 T89;24,80;;;;;;;;;;;;;;;;
S0PF56225818;O-A1 L 708/732 106 2_T75_H75/T75;13,51;;;;;;;;;;;;;;;;
S0PF56225825;O-A2 H 1002 106 1_T75_H50;25,12;;;;;;;;;;;;;;;;
S0PF56225934;O-A2 H 512 106 1_T75_H50;23,80;;;;;;;;;;;;;;;;
S0PF56225861;O-A2 H 850 106 1_T75_H50;24,29;;;;;;;;;;;;;;;;
S0PF56225897;O-A2 H 708/732 106 1_T75_H50;23,01;;;;;;;;;;;;;;;;
S0PF59341997;Midway Travelling Cable Clamp cpl.;3,04;;;;;;;;;;;;;;;;
S0PF57851816;Flanged pulley kit (CWS) ZZ4 cpl.;210,51;;;;;;;;;;;;;;;;
S0PF57851771;Flanged pulley kit ZZ4 cpl.;209,30;;;;;;;;;;;;;;;;
S0PF56225529;ANTI-SNAG SCREW KIT;12,86;;;;;;;;;;;;;;;;
S0PF51971853;Kit Fall Protection;22,36;;;;;;;;;;;;;;;;
S0PF59392974;CBD Slider T75-3/A cpl.;36,87;;;;;;;;;;;;;;;;
S0PF59392957;CBD-Support T75 cpl.;16,32;;;;;;;;;;;;;;;;
S0PF57615796;Safety Cube Sticker upright (2 pax);0,87;;;;;;;;;;;;;;;;
S0PF57851818;Flanged pulley kit (CWS) ZZ2 cpl.;173,93;;;;;;;;;;;;;;;;
S0PF57851778;Flanged pulley kit ZZ2 cpl.;172,98;;;;;;;;;;;;;;;;
S0PF57812805;HARDWARE KIT FOR H50 GUIDE;2,34;;;;;;;;;;;;;;;;
S0PF57646292;Shim for rough wall kit;9,42;;;;;;;;;;;;;;;;
S0PF00996861;Polyester rope WS D=3mm L=100m 1700N;23,64;;;;;;;;;;;;;;;;
S0PF56225567;Wire rope 1/8'' MIL-DTL 83 420 Type1;0,67;;;;;;;;;;;;;;;;
S0PF50801271;Gov rope 6 6x19S-SFC 1770 B sZ 01.00;1,03;;;;;;;;;;;;;;;;
S0PF49110114;RSP_1000_PDNO_HSS2_167_ZPG1_D0D2_400L4;19,45;;;;;;;;;;;;;;;;
S0PF49110115;RSP_1000_PDNO_HSS2_167_ZPG1_401L4;21,34;;;;;;;;;;;;;;;;
S0PF49110116;RSP_1000_PDNO_HSS2_167_ZPG2_D0D2_400L4;25,35;;;;;;;;;;;;;;;;
S0PF49110117;RSP_1000_PDNO_HSS2_167_ZPG2_401L4;30,99;;;;;;;;;;;;;;;;
S0PF49110118;RSP_1000_PDNO_HSS2_147_ZPG1_D0D2_400L4;17,65;;;;;;;;;;;;;;;;
S0PF49110119;RSP_BG1000_PDNO_HSS2_147_ZPG1_401L4;20,14;;;;;;;;;;;;;;;;
S0PF49110120;RSP_1000_PDNO_HSS2_147_ZPG2_D0D2_400L4;22,78;;;;;;;;;;;;;;;;
S0PF49110121;RSP_BG1000_PDNO_HSS2_147_ZPG2_401L4;28,07;;;;;;;;;;;;;;;;
S0PF49110122;RSP_BG850_PDNO_HSS2_167_ZPG1_D0D2_400L4;19,32;;;;;;;;;;;;;;;;
S0PF49110123;RSP_BG850_PDNO_HSS2_167_ZPG1_401L4;21,13;;;;;;;;;;;;;;;;
S0PF49110124;RSP_BG850_PDNO_HSS2_167_ZPG2_D0D2_400L4;25,48;;;;;;;;;;;;;;;;
S0PF49110125;RSP_BG850_PDNO_HSS2_167_ZPG2_401L4;30,78;;;;;;;;;;;;;;;;
S0PF49110126;RSP_BG850_PDNO_HSS2_147_ZPG1_D0D2_400L4;17,68;;;;;;;;;;;;;;;;
S0PF49110127;RSP_BG850_PDNO_HSS2_147_ZPG1_401L4;19,93;;;;;;;;;;;;;;;;
S0PF49110128;RSP_BG850_PDNO_HSS2_147_ZPG2_D0D2_400L4;24,58;;;;;;;;;;;;;;;;
S0PF49110129;RSP_BG850_PDNO_HSS2_147_ZPG2_401L4;27,86;;;;;;;;;;;;;;;;
S0PF49110130;RSP_BG732_PDNO_HSS2_167_ZPG1_D0D2_400L4;18,63;;;;;;;;;;;;;;;;
S0PF49110131;RSP_BG732_PDNO_HSS2_167_ZPG1_401L4;21,22;;;;;;;;;;;;;;;;
S0PF49110132;RSP_BG732_PDNO_HSS2_167_ZPG2_D0D2_400L4;26,77;;;;;;;;;;;;;;;;
S0PF49110133;RSP_BG732_PDNO_HSS2_167_ZPG2_401L4;30,95;;;;;;;;;;;;;;;;
S0PF49110134;RSP_BG732_PDNO_HSS2_147_ZPG1_D0D2_400L4;17,6;;;;;;;;;;;;;;;;
S0PF49110135;RSP_BG732_PDNO_HSS2_147_ZPG1_401L4;19,08;;;;;;;;;;;;;;;;
S0PF49110136;RSP_BG732_PDNO_HSS2_147_ZPG2_D0D2_400L4;23,74;;;;;;;;;;;;;;;;
S0PF49110137;RSP_BG732_PDNO_HSS2_147_ZPG2_401L4;27,02;;;;;;;;;;;;;;;;
S0PF49110138;RSP_BG708_PDNO_HSS2_167_ZPG1_D0D2_400L4;18,67;;;;;;;;;;;;;;;;
S0PF49110139;RSP_BG708_PDNO_HSS2_167_ZPG1_401L4;21,09;;;;;;;;;;;;;;;;
S0PF49110140;RSP_BG708_PDNO_HSS2_167_ZPG2_D0D2_400L4;26,65;;;;;;;;;;;;;;;;
S0PF49110141;RSP_BG708_PDNO_HSS2_167_ZPG2_401L4;30,83;;;;;;;;;;;;;;;;
S0PF49110142;RSP_BG708_PDNO_HSS2_147_ZPG1_D0D2_400L4;18,49;;;;;;;;;;;;;;;;
S0PF49110143;RSP_BG708_PDNO_HSS2_147_ZPG1_401L4;18,96;;;;;;;;;;;;;;;;
S0PF49110144;RSP_BG708_PDNO_HSS2_147_ZPG2_D0D2_400L4;23,62;;;;;;;;;;;;;;;;
S0PF49110145;RSP_BG708_PDNO_HSS2_147_ZPG2_401L4;26,9;;;;;;;;;;;;;;;;
S0PF49110146;RSP_BG512_PDNO_HSS2_167_ZPG1_D0D2_400L4;17,87;;;;;;;;;;;;;;;;
S0PF49110147;RSP_BG512_PDNO_HSS2_167_ZPG1_401L4;20,3;;;;;;;;;;;;;;;;
S0PF49110148;RSP_BG512_PDNO_HSS2_167_ZPG2_D0D2_400L4;25,85;;;;;;;;;;;;;;;;
S0PF49110149;RSP_BG512_PDNO_HSS2_167_ZPG2_401L4;30,04;;;;;;;;;;;;;;;;
S0PF49110150;RSP_BG512_PDNO_HSS2_147_ZPG1_D0D2_400L4;17,7;;;;;;;;;;;;;;;;
S0PF49110151;RSP_BG512_PDNO_HSS2_147_ZPG1_401L4;18,16;;;;;;;;;;;;;;;;
S0PF49110152;RSP_BG512_PDNO_HSS2_147_ZPG2_D0D2_400L4;22,82;;;;;;;;;;;;;;;;
S0PF49110153;RSP_BG512_PDNO_HSS2_147_ZPG2_401L4;26,1;;;;;;;;;;;;;;;;
S0PF49110154;Lat. Support for CWT H50;12,53;;;;;;;;;;;;;;;;
S0PF49110155;Lat. Support for CWT H75;14,71;;;;;;;;;;;;;;;;
S0PF49110156;Lat. Support for CWT T75;14,45;;;;;;;;;;;;;;;;
S0PF49110157;St_Buf_D0D2_400L4401L4_HSS1-700_LFKP82;44,12;;;;;;;;;;;;;;;;
S0PF49110158;St_Buf_LSB16_HSS1-700_LFKP82;43,92;;;;;;;;;;;;;;;;
S0PF49110159;St_Buf_D0D2_400L4401L4_HSS1-1700_LFKP82;58,02;;;;;;;;;;;;;;;;
S0PF49110160;St_Buf_LSB16_HSS1-700_LFKP82;58,06;;;;;;;;;;;;;;;;
S0PF49110161;RS_LSB16_BG1000_HY_LFKP82;16,07;;;;;;;;;;;;;;;;
S0PF49110162;RS_LSB16_BG850_HY_LFKP82;16,43;;;;;;;;;;;;;;;;
S0PF49110163;RS_LSB16_BG732_HY_LFKP82;16,62;;;;;;;;;;;;;;;;
S0PF49110164;RS_LSB16_BG708_HY_LFKP82;16,51;;;;;;;;;;;;;;;;
S0PF49110165;RS_LSB16_BG512_HY_LFKP82;15,59;;;;;;;;;;;;;;;;
S0PF49110166;Rail Support T75 DS side LFKP82_LOW_HSS1;13,95;;;;;;;;;;;;;;;;
S0PF49110167;Rail Support T89 DS side LFKP82_LOW_HSS1;15,25;;;;;;;;;;;;;;;;
S0PF57624753;Buffer Plinth (Shim) HSS1_20..92;52,88;;;;;;;;;;;;;;;;
S0PF49110168;Screen sup. Beam TSD 1002 K30 50 PV30ZZ2;9,54;;;;;;;;;;;;;;;;
S0PF49110169;Screen sup. Beam TSD 1002 K30 62 PV30ZZ2;9,60;;;;;;;;;;;;;;;;
S0PF49110170;Screen sup. Beam TSD 1002 K30 50 PV30ZZ4;9,60;;;;;;;;;;;;;;;;
S0PF49110171;Screen sup. Beam TSD 1002 K30 62 PV30ZZ4;9,60;;;;;;;;;;;;;;;;
S0PF49110172;Screen sup. Beam TSD 1002 K30 50 PV40ZZ2;9,60;;;;;;;;;;;;;;;;
S0PF49110173;Screen sup. Beam TSD 1002 K30 62 PV40ZZ2;9,60;;;;;;;;;;;;;;;;
S0PF49110174;Screen sup. Beam TSD 850 K30 50 PV30 ZZ2;8,80;;;;;;;;;;;;;;;;
S0PF49110175;Screen sup. Beam TSD 850 K30 62 PV30 ZZ2;8,91;;;;;;;;;;;;;;;;
S0PF49110176;Screen sup. Beam TSD 850 K30 50 PV40 ZZ2;8,78;;;;;;;;;;;;;;;;
S0PF49110177;Screen sup. Beam TSD 850 K30 62 PV40 ZZ2;8,91;;;;;;;;;;;;;;;;
S0PF49110178;Scr. sup. Beam TSD732K30H50H75T75PV30ZZ2;8,49;;;;;;;;;;;;;;;;
S0PF49110179;Screen sup. Beam TSD 512 K30 50 PV30 ZZ2;7,02;;;;;;;;;;;;;;;;
S0PF49110180;Protection screen for BG1002 CWT H1980;18,41;;;;;;;;;;;;;;;;
S0PF49110181;Protection screen for BG850 CWT H1980;19,61;;;;;;;;;;;;;;;;
S0PF49110182;Protection screen for BG732 CWT H1980;20,45;;;;;;;;;;;;;;;;
S0PF49110183;Protection screen for BG708 CWT H1980;19,95;;;;;;;;;;;;;;;;
S0PF49110184;Protection screen for BG512 CWT H1980;18,34;;;;;;;;;;;;;;;;
S0PF49110185;Screen fixation  Cpl. T75;3,13;;;;;;;;;;;;;;;;
S0PF49110186;Screen fixation  Cpl.  T89_B;3,69;;;;;;;;;;;;;;;;
S0PF49110187;Screen Fixation for AC GSI Cpl. T75;4,00;;;;;;;;;;;;;;;;
S0PF49110188;Screen Fixation for AC GSI Cpl. T89_B;4,63;;;;;;;;;;;;;;;;
S0PF49110189;Lat. fixation cpl. XCW93_CLS_H50_SG<=300;9,81;;;;;;;;;;;;;;;;
S0PF49110190;Lat. fixation cpl. XCW93_CLS_H75_SG<=300;12,06;;;;;;;;;;;;;;;;
S0PF49110191;Lat. fixation cpl. XCW93_CLS_T75_SG<=300;12,63;;;;;;;;;;;;;;;;
S0PF49110192;Lat. fixation cpl. XCW93_CLS_H50_SG>300;31,28;;;;;;;;;;;;;;;;
S0PF49110193;Lat. fixation cpl. XCW93_CLS_H75_SG>300;34,38;;;;;;;;;;;;;;;;
S0PF49110194;Lat. fixation cpl. XCW93_CLS_T75_SG>300;34,96;;;;;;;;;;;;;;;;
S0PF57675473;Side panel for 2000;5,76;;;;;;;;;;;;;;;;
S0PFX1972977;Techno Q Fold Ladder - L=2600mm;169,64;En ES1 y ES 5;;;;;;;;;;;;;;;
S0PFX1972978;Techno Q Fold Ladder - L=3150mm;191,49;En ES1 y ES 5;;;;;;;;;;;;;;;
S0PFX1962492;Techno Q Fold Ladder - L=2600mm (Var);181,07;;;;;;;;;;;;;;;;
S0PFX1964473;Techno Q Fold Ladder - L=3150mm (Var);202,92;;;;;;;;;;;;;;;;
S0PFX1952796;Stand. Ladder - L=3200;98,21;;;;;;;;;;;;;;;;
S0PF00FPS007;FPS_007_T89_M19_Kit screws (x8);1,89;;;;;;;;;;;;;;;;
S0PF59311178;FP flat T89_M19;9,53;;;;;;;;;;;;;;;;
S0PF49110195;Sup.pl. TSD cpl.1002_K30_50_PV30_ZZ2_T75;8,44;;;;;;;;;;;;;;;;
S0PF49110196;Sup.pl. TSD cpl.1002_K30_62_PV30_ZZ2_T75;8,44;;;;;;;;;;;;;;;;
S0PF49110197;Sup.pl. TSD cpl.1002_K30_50_PV30_ZZ4_T75;8,44;;;;;;;;;;;;;;;;
S0PF49110198;Sup.pl. TSD cpl..1002_K30_62_PV30_ZZ4_T7;8,44;;;;;;;;;;;;;;;;
S0PF49110199;Sup.pl. TSD cpl.1002_K30_50_PV40_ZZ2_T75;8,44;;;;;;;;;;;;;;;;
S0PF49110200;Sup.pl. TSD cpl.1002_K30_62_PV40_ZZ2_T75;8,44;;;;;;;;;;;;;;;;
S0PF49110201;Sup.pl. TSD cpl.850_K30_50_PV30_ZZ2_T75;7,82;;;;;;;;;;;;;;;;
S0PF49110202;Sup.pl. TSD cpl.850_K30_62_PV30_ZZ2_T75;7,82;;;;;;;;;;;;;;;;
S0PF49110203;Sup.pl. TSD cpl.850_K30_50_PV40_ZZ2_T75;7,82;;;;;;;;;;;;;;;;
S0PF49110204;Sup.pl. TSD cpl.850_K30_62_PV40_ZZ2_T75;7,82;;;;;;;;;;;;;;;;
S0PF49110205;Sup.P.708_732_K30_H50H75T75_PV30_ZZ2_T75;7,19;;;;;;;;;;;;;;;;
S0PF49110206;Sup.pl. TSD cpl.512_K30_50_PV30_ZZ2_T75;6,31;;;;;;;;;;;;;;;;
S0PF49110207;Sup.pl. TSD cpl.1002_K30_62_PV30_ZZ2_T89;8,78;;;;;;;;;;;;;;;;
S0PF49110208;Sup.pl, TSD cpl.1002_K30_62_PV30_ZZ4_T89;8,78;;;;;;;;;;;;;;;;
S0PF49110209;Sup.pl. TSD cpl.1002_K30_62_PV40_ZZ2_T89;8,78;;;;;;;;;;;;;;;;
S0PF49110210;Sup.pl. TSD cpl.850_K30_62_PV30_ZZ2_T89;8,16;;;;;;;;;;;;;;;;
S0PF49110211;Sup.pl. TSD cpl.850_K30_62_PV40_ZZ2_T89;8,16;;;;;;;;;;;;;;;;
S0PF49110212;Pr.Sc. BGS1032 H50_H1980_57659375_B22;15,05;;;;;;;;;;;;;;;;
S0PF49110213;Pr.Sc. BGS1032 H50_H1980_57659375_B71;16,08;;;;;;;;;;;;;;;;
S0PF49110214;Pr.Sc. BGS1032 H50_H1980_57659375_B42;16,08;;;;;;;;;;;;;;;;
S0PF49110215;Pr.Sc. BGS1032 H50_H1980_57659376_B22;15,05;;;;;;;;;;;;;;;;
S0PF49110216;Pr.Sc. BGS1032 H50_H1980_57659376_B71;16,08;;;;;;;;;;;;;;;;
S0PF49110217;Pr.Sc. BGS1032 H50_H1980_57659376_B42;16,08;;;;;;;;;;;;;;;;
S0PF49110218;Pr.Sc. BGS1032 T75H75_H1980_57659375_B22;15,05;;;;;;;;;;;;;;;;
S0PF49110219;Pr.Sc. BGS1032 T75H75_H1980_57659375_B71;15,05;;;;;;;;;;;;;;;;
S0PF49110220;Pr.Sc. BGS1032 T75H75_H1980_57659375_B42;15,05;;;;;;;;;;;;;;;;
S0PF49110221;Pr.Sc. BGS1032 T75H75_H1980_57659376_B22;15,05;;;;;;;;;;;;;;;;
S0PF49110222;Pr.Sc. BGS1032 T75H75_H1980_57659376_B71;15,05;;;;;;;;;;;;;;;;
S0PF49110223;Pr.Sc. BGS1032 T75H75_H1980_57659376_B42;15,05;;;;;;;;;;;;;;;;
S0PF49110224;Pr.Sc. BGS542 H50_H1980_57659375_B22;14,95;;;;;;;;;;;;;;;;
S0PF49110225;Pr.Sc. BGS542 H50_H1980_57659376_B22;14,95;;;;;;;;;;;;;;;;
S0PF49110226;Pr.Sc. BGS738_762_ H50T75H75_H1980_B22;15,04;;;;;;;;;;;;;;;;
S0PF49110227;Pr.Sc. BGS738_762_ H50T75H75_H1980_B22;15,04;;;;;;;;;;;;;;;;
S0PF49110228;Pr.Sc. BGS880 H50_H1980_57659375_B22;15,04;;;;;;;;;;;;;;;;
S0PF49110229;Pr.Sc. BGS880 H50_H1980_57659375_B42;16,08;;;;;;;;;;;;;;;;
S0PF49110230;Pr.Sc. BGS880 H50_H1980_57659376_B22;15,04;;;;;;;;;;;;;;;;
S0PF49110231;Pr.Sc. BGS880 H50_H1980_57659376_B42;16,08;;;;;;;;;;;;;;;;
S0PF49110232;Pr.Sc. BGS880 H75_H1980_57659375_B22;16,08;;;;;;;;;;;;;;;;
S0PF49110233;Pr.Sc. BGS880 H75_H1980_57659375_B42;16,08;;;;;;;;;;;;;;;;
S0PF49110234;Pr.Sc. BGS880 H75_H1980_57659376_B22;16,08;;;;;;;;;;;;;;;;
S0PF49110235;Pr.Sc. BGS880 H75_H1980_57659376_B42;16,08;;;;;;;;;;;;;;;;
S0PF49110236;St_Buf_D0D2_HSS1-1100_LFKP82 T75;42,63;;;;;;;;;;;;;;;;
S0PF49110237;St_Buf_LSB16_HSS1-1100_LFKP82 T75;45,41;;;;;;;;;;;;;;;;
S0PF49110238;St_Buf_D0D2__HSS1-700_LFKP82 T89;35,55;;;;;;;;;;;;;;;;
S0PF49110239;St_Buf_LSB16_HSS1-700_LFKP82 T89;38,69;;;;;;;;;;;;;;;;
S0PF49110240;St_Buf_D0D2_HSS1-1700_LFKP82 T75;58,61;;;;;;;;;;;;;;;;
S0PF49110241;St_Buf_LSB16_HSS1-1700_LFKP82 T89;61,42;;;;;;;;;;;;;;;;
S0PF49110242;St_Buf_D0D2L4_HSS1-1100_LFKP82 T89;44,59;;;;;;;;;;;;;;;;
S0PF49110243;St Buf LSB16 HSS1-1100 LFKP82 T89;47,38;;;;;;;;;;;;;;;;
S0PF5B201329;TD201 BUFFER IMPACT SUP. SHORT CPL. IP67;29,75;;;;;;;;;;;;;;;;
S0PFA7854550;Bracket Assembly OKATT LSPL220;11,03;;;;;;;;;;;;;;;;
S0PF5B201323;TD201 BUFFER IMPACT SUP. CPL. IP67;18,42;;;;;;;;;;;;;;;;
S0PFX7854542;Var. Support Bracket Cpl.;20,87;;;;;;;;;;;;;;;;
