Part Nr;Mat Description;New Sales Price;NOTAS;NUEVOS CP357;;NUEVOS CP361;;NUEVOS CP365;;ANULADOS CP365;;NUEVOS CP369;;ANULADOS CP369;;NUEVOS CP373;;ANULADOS CP373
S0PF50807755;Bag_Hex rib.flange bolt M8x16-10.9-flZn;4,12;;;;;;;;;;;;;;;;
S0PF51932886;SL5 (x1)           ;1,78;;;;;;;;;;;;;;;;
S0PF51946716;Buffer Plinth Support                   ;5,99;;;;;;;;;;;;;;;;
S0PF51963960;Inspection Panel Bracket;2,24;;;;;;;;;;;;;;;;
S0PF57619449;SL75 M12  (x1) ;1,05;;;;;;;;;;;;;;;;
S0PF59372157;SL5 Short (x1)    ;1,67;;;;;;;;;;;;;;;;
Counterweights;;;;;;;;;;;;;;;;;;
S0PFX7646867;Upper yoke T5X BG_TG_LSTM4_PML cpl;106,14;;;;;;;;;;;;;;;;
S0PFX7646869;Upright T51_BG_HGR_GG_TG;82,97;;;;;;;;;;;;;;;;
S0PFX7646999;Middle upright T51_HGR_GG;56,35;;;;;;;;;;;;;;;;
S0PFX7646992;Lower yoke T51 BG_TG_GG_ZPG_shoe;123,39;;;;;;;;;;;;;;;;
S0PFX7648184;P box_welded_ZZ2_PV_GG_TG_BG600;52,22;;;;;;;;;;;;;;;;
S0PFX7648181;Upright T51_BG600_HGR_GG_TG;69,66;;;;;;;;;;;;;;;;
S0PF50807535;MM_GSL_I10_BFK10 Safety guide shoe;10,29;;;;;;;;;;;;;;;;
S0PFX7646857;P box_welded_ZZ2_PV_GG_TG_PML;39,52;;;;;;;;;;;;;;;;
S0PFX0807830;Retainer MM_GSL_I10_BFK16 SO_BG600;5,47;;;;;;;;;;;;;;;;
S0PFX0807776;Retainer MM_GSL_I14_BFK16 SO BG=600;4,75;;;;;;;;;;;;;;;;
S0PFX7646838;P box_welded_ZZ4_PV_GG_TG_PML;36,59;;;;;;;;;;;;;;;;
S0PF50807779;MM_GSL_I10_BFK16 Safety guide shoe;10,25;;;;;;;;;;;;;;;;
S0PFX0807829;Retainer MM_GSL_I10_BFK10 SO_BG600;5,00;;;;;;;;;;;;;;;;
S0PFX7659144;Retainer Device for CWT T51;5,31;;;;;;;;;;;;;;;;
S0PFX7661000;Retainer Device for CWT T52 & SO;2,70;;;;;;;;;;;;;;;;
S0PFX7660861;Panoramic cover CWT;44,05;;;;;;;;;;;;;;;;
S0PFX0807531;Retainer MM_GSL_I10_BFK10 SO_BG>600;7,20;;;;;;;;;;;;;;;;
S0PFX0807532;Retainer MM_GSL_I10_BFK16 SO_BG>600;8,07;;;;;;;;;;;;;;;;
S0PFX0807777;Retainer MM_GSL_I14_BFK16 SO BG<>600;7,34;;;;;;;;;;;;;;;;
S0PF00102805;Comp.Chain Suspen. Pivotable B<=10;36,18;;;;;;;;;;;;;;;;
S0PF50807703;Middle upright T51 bag;4,36;;;;;;;;;;;;;;;;
S0PF50807704;P box ZZ2_PV40;74,71;;;;;;;;;;;;;;;;
S0PFA0807704;P box ZZ2_PV40 zinc;74,71;;;;;;;;;;;;;;;;
S0PFB0807704;P box ZZ2_PV40 no zinc;74,71;;;;;;;;;;;;;;;;
S0PF50807705;P box ZZ2_PV50;74,71;;;;;;;;;;;;;;;;
S0PFA0807705;P box ZZ2_PV50 zinc;74,71;;;;;;;;;;;;;;;;
S0PFB0807705;P box ZZ2_PV50 no zinc;74,71;;;;;;;;;;;;;;;;
S0PF50807706;P box ZZ2_PV60;83,23;;;;;;;;;;;;;;;;
S0PFA0807706;P box ZZ2_PV60 zinc;83,23;;;;;;;;;;;;;;;;
S0PFB0807706;P box ZZ2_PV60 no zinc;83,23;;;;;;;;;;;;;;;;
S0PF50807707;P box ZZ4_PV40_LSTM4-80;129,12;;;;;;;;;;;;;;;;
S0PFA0807707;P box ZZ4_PV40_LSTM4-80 zinc;129,12;;;;;;;;;;;;;;;;
S0PFB0807707;P box ZZ4_PV40_LSTM4-80 no zinc;129,12;;;;;;;;;;;;;;;;
S0PF50807708;P box ZZ4_PV50_LSTM4-80;128,68;;;;;;;;;;;;;;;;
S0PFA0807708;P box ZZ4_PV50_LSTM4-80 zinc;128,68;;;;;;;;;;;;;;;;
S0PFB0807708;P box ZZ4_PV50_LSTM4-80 no zinc;128,68;;;;;;;;;;;;;;;;
S0PF50807709;P box ZZ4_PV50_LSTM4-95;129,71;;;;;;;;;;;;;;;;
S0PFA0807709;P box ZZ4_PV50_LSTM4-95 zinc;129,71;;;;;;;;;;;;;;;;
S0PFB0807709;P box ZZ4_PV50_LSTM4-95 no zinc;129,71;;;;;;;;;;;;;;;;
S0PF50807710;P box ZZ4_PV60_LSTM4-95;145,91;;;;;;;;;;;;;;;;
S0PFA0807710;P box ZZ4_PV60_LSTM4-95 zinc;145,91;;;;;;;;;;;;;;;;
S0PFB0807710;P box ZZ4_PV60_LSTM4-95 no zinc;145,91;;;;;;;;;;;;;;;;
S0PF50807713;CWT Acc box Type51 GG<=2000;18,94;;;;;;;;;;;;;;;;
S0PF50807714;CWT Acc box Type51 2000<GG<=3000;28,80;;;;;;;;;;;;;;;;
S0PF50807715;CWT Acc box Type51 3000<GG<=4000;41,79;;;;;;;;;;;;;;;;
S0PF50807778;MM GLS I14 BFK16 g. shoe;15,43;;;;;;;;;;;;;;;;
S0PF50807782;MM GLS I14 BFK10 g. shoe;15,44;;;;;;;;;;;;;;;;
S0PF50810059;Bag bolts GRP_GG <= 2000;58,33;;;;;;;;;;;;;;;;
S0PF50810060;Bag bolts GRP_2000<GG <= 3000;63,50;;;;;;;;;;;;;;;;
S0PF50810061;Bag bolts GRP_3000<GG <= 4300;62,76;;;;;;;;;;;;;;;;
S0PF5081005X;Bag bolts GRP_GG <= 2000 (BG600);26,09;;;;;;;;;;;;;;;;
S0PF5081005Y;Bag bolts GRP_2000<GG <= 3000 (BG600);32,46;;;;;;;;;;;;;;;;
S0PF5081005Z;Bag bolts GRP_3000<GG <= 4300 (BG600);31,83;;;;;;;;;;;;;;;;
S0PF51938855;Emergency stop roller BFK10;1,85;;;;;;;;;;;;;;;;
S0PF51938856;Emergency stop roller BFK16;1,85;;;;;;;;;;;;;;;;
S0PF52516827;Oil Lubrificator I10_BFK 8...16;2,49;;;;;;;;;;;;;;;;
S0PF52517948;Oil Lubricator I14_BFK=5...16;2,00;;;;;;;;;;;;;;;;
S0PF57637590;Block holder T51 TG160;1,31;;;;;;;;;;;;;;;;
S0PF57637929;Block holder T51 TG190;1,65;;;;;;;;;;;;;;;;
S0PF57648463;MM GLS I13 BFK30 guide shoe;24,73;;;;;;;;;;;;;;;;
S0PF59347898;R3CW Roller guide shoe;75,09;;;;;;;;;;;;;;;;
S0PF59347899;R3CWS Roller guide shoe;80,93;;;;;;;;;;;;;;;;
S0PF59372280;R3CWSS Roller guide shoe;72,75;;;;;;;;;;;;;;;;
S0PF59502300;Oil lubricator BFK30;2,96;;;;;;;;;;;;;;;;
S0PFA1943850;Buffer plate assembly TG160;56,52;;;;;;;;;;;;;;;;
S0PFB1943850;Buffer plate assembly TG190;63,60;;;;;;;;;;;;;;;;
S0PF50807711;Emergency stop roller BFK10 & BFK16 (Bag);5,13;;;;;;;;;;;;;;;;
Fase 2 (F Brackets, Antisnag, Machine covers);;;;;;;;;;;;;;;;;;
S0PF51516039;Bag Seismic clip ass T127-2/B (x1);17,14;;;;;;;;;;;;;;;;
S0PF51561870;Bag Seismic clip ass T127-1/B (x1);17,14;;;;;;;;;;;;;;;;
S0PF51561871;Bag Seismic clip ass T89/B (x1);15,19;;;;;;;;;;;;;;;;
S0PF51561872;Bag Seismic clip ass T140-1/B (x1);24,81;;;;;;;;;;;;;;;;
S0PF51942870;F-Bracket set Cwt Side(SG>=120mm);50,20;;;;;;;;;;;;;;;;
S0PF51942876;F-Bracket l Car Side cpl.;63,46;;;;;;;;;;;;;;;;
S0PF51943070;F-Brack.Cwt Side cpl.(SG<120);51,04;;;;;;;;;;;;;;;;
S0PF51959009;F-Bracket Seismic cpl Cwt Side;40,02;;;;;;;;;;;;;;;;
S0PF51959106;F-Bracket Seismic cpl Car Side;65,20;;;;;;;;;;;;;;;;
S0PF57664263;Bag Corus Seis clip ass T89/T127-1 (x1);16,79;;;;;;;;;;;;;;;;
S0PF57664264;Bag Corus S clip ass T127-2/T-140-1 (x1);16,79;;;;;;;;;;;;;;;;
S0PF57667568;CWT FP A-snag P. 57664277_57667583;5,18;;;;;;;;;;;;;;;;
S0PF57667570;CWT FP A-snag P. 57667587 T127-1/B;5,43;;;;;;;;;;;;;;;;
S0PF57667572;CWT FP A-snag P. 57667589 T127-1/B;5,28;;;;;;;;;;;;;;;;
S0PF57667574;CWT FP A-snag P. 57667587 T127-2/B;6,59;;;;;;;;;;;;;;;;
S0PF57667576;CWT FP A-snag P. 57667589 T127-2/B;6,75;;;;;;;;;;;;;;;;
S0PF57667578;CWT FP A-snag P. 57667595;6,55;;;;;;;;;;;;;;;;
S0PF57667580;CWT FP A-snag P. 57667597;6,56;;;;;;;;;;;;;;;;
S0PF57667613;CWT FP A-snag P. 57664279;5,69;;;;;;;;;;;;;;;;
S0PFA1979113;Anti-snag guard - Omega/L T75-3/B;25,76;;;;;;;;;;;;;;;;
S0PFA1981186;Anti-snag guard Z-SH [T127-1 & A368];71,17;;;;;;;;;;;;;;;;
S0PFA1981187;Anti-snag guard Z-SE [T89 & A288];65,02;;;;;;;;;;;;;;;;
S0PFA7667640;A-snag guard CAR rail -CWT (FP_T75_D_10);52,93;;;;;;;;;;;;;;;;
S0PFB1979113;Anti-snag guard - Omega/L T89/B;25,43;;;;;;;;;;;;;;;;
S0PFB1981186;Anti-snag guard Z-SH [T127-2 & A368];88,82;;;;;;;;;;;;;;;;
S0PFB7667640;A-snag guard CAR (FP_T89_D13/M19/D19A);53,46;;;;;;;;;;;;;;;;
S0PFC1979113;Anti-snag guard - Omega/L T127-1;26,34;;;;;;;;;;;;;;;;
S0PFC1981186;Anti-snag guard Z-SH [T140-1 & A368];88,87;;;;;;;;;;;;;;;;
S0PFC7667640;A-snag guard CAR (FP_T89_D36A);55,52;;;;;;;;;;;;;;;;
S0PFD1979113;Anti-snag guard - Omega/L T127-2;26,34;;;;;;;;;;;;;;;;
S0PFD7667640;A-snag guard CAR (FP_T89_D31A);57,82;;;;;;;;;;;;;;;;
S0PFE7667640;A-snag guard CAR (FP_T127_M18);56,24;;;;;;;;;;;;;;;;
S0PFF7667640;A-snag guard CAR (FP_T127_M51)_T127-1;57,38;;;;;;;;;;;;;;;;
S0PFG7667640;A-snag guard CAR (FP_T127_U55)_T127-1;56,52;;;;;;;;;;;;;;;;
S0PFH7667640;A-snag guard CAR (FP_T140_1_M28);56,48;;;;;;;;;;;;;;;;
S0PFI7667640;A-snag guard CAR (FP_T140_1_U78);58,15;;;;;;;;;;;;;;;;
S0PFJ7667640;A-snag guard CAR (FP_T140_1_U74);59,01;;;;;;;;;;;;;;;;
S0PFK7667640;A-snag guard CAR (FP_T127_M51)_T127-2;57,38;;;;;;;;;;;;;;;;
S0PFL7667640;A-snag guard CAR (FP_T127_U55)_T127-2;56,52;;;;;;;;;;;;;;;;
S0PFX1979276;MMR Side Cwt Mach. Protec. L=1680;104,66;;;;;;;;;;;;;;;;
S0PFX1979877;MMR Side Cwt Mach. Protec.;97,15;;;;;;;;;;;;;;;;
S0PFX1979277;MMR Side Cwt Mach. Protec. L=1530;88,03;;;;;;;;;;;;;;;;
S0PFX1979268;MMR Side Cwt Mach. Protec. L=2080;104,33;;;;;;;;;;;;;;;;
S0PFX1979278;MMR Side Cwt Mach. Protec. L=1280;76,61;;;;;;;;;;;;;;;;
S0PF57664387;Con. Plate (57664387);31,36;;;;;;;;;;;;;;;;
S0PF57664389;Con. Plate (57664389);29,60;;;;;;;;;;;;;;;;
S0PF59370428;FP flat T75_3B_D10;2,29;;;;;;;;;;;;;;;;
S0PF59341410;FP flat T89_B_D13;4,88;;;;;;;;;;;;;;;;
S0PF59341413;FP flat T127_M18;14,82;;;;;;;;;;;;;;;;
S0PF59341415;FP flat T140_1_M28;26,12;;;;;;;;;;;;;;;;
S0PF57664262;FP flat T89_D19A;7,41;;;;;;;;;;;;;;;;
S0PF57667590;FP flat T127_M51;99,29;;;;;;;;;;;;;;;;
S0PF57664280;FP flat T89_D31A;128,24;;;;;;;;;;;;;;;;
S0PF57667584;FP flat T89_D36A;93,53;;;;;;;;;;;;;;;;
S0PF57667588;FP flat T127_U55;151,41;;;;;;;;;;;;;;;;
S0PF57667596;FP flat T140_1_U74;236,47;;;;;;;;;;;;;;;;
S0PFX9348350;Tens.device MM TD203 guide;65,78;;;;;;;;;;;;;;;;
S0PFX9348785;T. Weight TD203 Floor;67,68;;;;;;;;;;;;;;;;
S0PFX7667915;Z-FL11;12,10;;;;;;;;;;;;;;;;
S0PFX7667918;Z-FL12;6,94;;;;;;;;;;;;;;;;
S0PFX7667921;Z-FL 7;17,79;;;;;;;;;;;;;;;;
S0PFX7648050;Lower yoke T52 welded assembly;150,16;;;;;;;;;;;;;;;;
S0PFA7659048;MM_GSL_I10_BFK10_Seismic guide shoe;12,41;;;;;;;;;;;;;;;;
S0PFB7659048;MM_GSL_I10_BFK16_Seismic guide shoe;11,53;;;;;;;;;;;;;;;;
S0PF57659049;MM_GSL_I14_BFK16_Seismic guide shoe;15,79;;;;;;;;;;;;;;;;
S0PFX7637765;Brake unit WSB0X GGM43 Right CPL.;1565,24;;;;;;;;;;;;;;;;
S0PFX7642165;Brake unit WSB0X GGM43 Left CPL.;1565,24;;;;;;;;;;;;;;;;
S0PFA9372351;Comp.chain 60x60 cpl. guide T75/89.BG850;616,99;;;;;;;;;;;;;;;;
S0PFB9372351;Comp.chain 60x60 cpl. guide T127.BG850;639,06;;;;;;;;;;;;;;;;
S0PFC9372351;Comp.chain 60x60 cpl.guide T75/89.BG1002;624,13;;;;;;;;;;;;;;;;
S0PFD9372351;Comp.chain 60x60 cpl. guide T127.BG1002;646,22;;;;;;;;;;;;;;;;
S0PFE9372351;Comp.chain 60x60 cpl.guide T75/89.BG1400;642,82;;;;;;;;;;;;;;;;
S0PFF9372351;Comp.chain 60x60 cpl. guideT127.BG1400;664,91;;;;;;;;;;;;;;;;
S0PFA9372350;Comp.chain 80x80 cpl. guide T75/89.BG850;669,24;;;;;;;;;;;;;;;;
S0PFB9372350;Comp.chain 80x80 cpl. guide T127.BG850;690,66;;;;;;;;;;;;;;;;
S0PFC9372350;Comp.chain 80x80 cpl.guide T75/89.BG1002;676,38;;;;;;;;;;;;;;;;
S0PFD9372350;Comp.chain 80x80 cpl. guide T127.BG1002;702,90;;;;;;;;;;;;;;;;
S0PFE9372350;Comp.chain 80x80 cpl.guide T75/89.BG1400;695,07;;;;;;;;;;;;;;;;
S0PFF9372350;Comp.chain 80x80 cpl. guideT127.BG1400;802,19;;;;;;;;;;;;;;;;
S0PF59374560;Chain safety switch complete;262,83;;;;;;;;;;;;;;;;
S0PFG9372351;Comp. chain 60x60 cpl. T75/89 BG850 ZU1;299,97;;;;;;;;;;;;;;;;
S0PFH9372351;Comp. chain 60x60 cpl. T127.BG850 ZU1;306,08;;;;;;;;;;;;;;;;
S0PFI9372351;Comp.chain 60x60 cpl. T75/89 BG1002 ZU1;307,14;;;;;;;;;;;;;;;;
S0PFJ9372351;Comp. chain 60x60 cpl. T127 BG1002 ZU1;313,26;;;;;;;;;;;;;;;;
S0PFK9372351;Comp. chain 60x60 cpl T75/89 BG1400 ZU1;322,79;;;;;;;;;;;;;;;;
S0PFL9372351;Comp. chain 60x60 cpl. T127 BG1400 ZU1;332,01;;;;;;;;;;;;;;;;
S0PF57680803;Anti-snag Guard for Fishplate T75-3/B;8,79;;;;;;;;;;;;;;;;
S0PF57680828;Anti-snag Guard for Fishplate T89/B;9,03;;;;;;;;;;;;;;;;
S0PFX7646150;Fixed Pit Ladder 2800mm cpl.;74,19;;;;;;;;;;;;;;;;
S0PFX7646151;Fixed Pit Ladder 3200mm cpl.;78,14;;;;;;;;;;;;;;;;
S0PFX7625029;Fixed Pit Ladder 3600mm cpl.;93,66;;;;;;;;;;;;;;;;
S0PFX7637962;Fixed Pit Ladder 4000mm cpl.;97,32;;;;;;;;;;;;;;;;
S0PFX7631963;Pit Ladder Length 3600mm cpl. (Movable);101,16;;;;;;;;;;;;;;;;
S0PFX7637984;Pit Ladder Length 4000mm cpl. (Movable);104,83;;;;;;;;;;;;;;;;
S0PFX7680962;Pit Ladder Length 2400mm (Movable WE);91,16;;;;;;;;;;;;;;;;
S0PFX7637987;Pit Ladder Length 3200mm (Movable WE);100,38;;;;;;;;;;;;;;;;
S0PFX7637988;Pit Ladder Length 3600mm (Movable WE);115,90;;;;;;;;;;;;;;;;
S0PFX7637990;Pit Ladder Length 4000mm (Movable WE);119,58;;;;;;;;;;;;;;;;
S0PF57675411;Retractable Pit Ladder L2800 W330;152,79;;;;;;;;;;;;;;;;
S0PF57675412;Retractable Pit Ladder L3200 W330;159,14;;;;;;;;;;;;;;;;
S0PF57675413;Retractable Pit Ladder L3600 W330;172,27;;;;;;;;;;;;;;;;
S0PF57675414;Retractable Pit Ladder L4000 W330;175,92;;;;;;;;;;;;;;;;
S0PF49110262;MECH 1 PIT SET 2560x1124x241;75,42;;;;;;;;;;;;;;;;
S0PF49110263;MECH 1 PIT SET 3000x1124x420;96,62;;;;;;;;;;;;;;;;
S0PF49110264;MECH2 HOISTWAY 1460x724x421;63,54;;;;;;;;;;;;;;;;
S0PF49110266;MECH2 HOISTWAY 1460x724x621;66,48;;;;;;;;;;;;;;;;
S0PF49110265;MECH3 HEADROOM 1160x724x321;31,49;;;;;;;;;;;;;;;;
S0PF57675294;Guide Rail T75 Shim 0.5mm for SL3;0,15;;;;;;;;;;;;;;;;
S0PF56225769;Z-CH1 T75;7,65;;;;;;;;;;;;;;;;
S0PF56225770;Z-CH1 T89;8,63;;;;;;;;;;;;;;;;
